doc_id,text,publication_date
https://digitalzibaldone.net/node/p1016_1,"Un effetto dell'antico sistema di odio nazionale, era in Roma il costume del trionfo, costume che nel presente sistema dell'uguaglianza delle nazioni, {anche delle vinte colle vincitrici,} sarebbe intollerabile; costume, fra tanto, che dava sì gran vita alla nazione, che produceva sì grandi effetti, e sì utili per lei, e che forse fu la cagione di molte sue vittorie, e felicità militari e politiche. (6. Maggio 1821.).",1821
https://digitalzibaldone.net/node/p1018_1,"I filosofi moderni, anche i più veri ed effettivi, e quelli che più mettono in pratica la loro filosofia, sono persuasi che il mondo non potendo mai esser filosofo, bisogna che chi lo è, dissimuli questa sua qualità, e nel commercio sociale si diporti per lo più nello stesso modo, come se non fosse filosofo. All'opposto i filosofi antichi. All'opposto Socrate, il quale si mostrò nel teatro al popolo che rideva di lui; i Cinici, gli Stoici, e tutti gli altri. Così che i filosofi antichi formavano una classe e una professione formalmente distinta dalle altre, ed anche dalle altre sette di filosofi: a differenza de' moderni, che eccetto nel proprio interiore, si confondono {appresso a poco} intieramente colla moltitudine e colla universalità. Conseguenza necessaria del predominio della natura fra gli antichi, e della sua nessuna influenza sui moderni. Dalla qual natura deriva il fare: e il dare una vita, una realtà, un corpo visibile, una forma sensibile, un'azione allo ﻿ 1019 stesso pensiero, alla stessa ragione. Laddove i moderni pensatori e ragionevoli, si contentano dello stesso pensiero, il quale resta nell'interno, e non ha veruna o poca influenza sul loro esterno; e non produce quasi nulla nell'esteriore. E generalmente, e per la detta ragione della naturalezza, l'apparenza e la sostanza erano assai meno discordi fra gli antichi i più istruiti, e per conseguenza allontanati dalla natura; di quello che sia fra i moderni i più ignoranti e inesperti, o più naturali. (6. Maggio 1821.).",1821
https://digitalzibaldone.net/node/p1020_1,"Alla p. 1013. {fine}. Si potrebbe dire che anche la lingua greca pativa lo stesso inconveniente, e ancor peggio, stante la moltiplicità de' suoi dialetti. Ma ne' dialetti era divisa anche la lingua latina, come tutte le lingue, massimamente molto estese e divulgate, {+e molto più, diffuse, come la latina, fra tanta diversità di nazioni e di lingue.} Il che apparisce non tanto dalla Patavinità rimproverata a Livio, (dalla quale sebbene altri lo difendono, pure apparisce che questa differenza di linguaggio, {o dialetto,} se non in lui, certo però esisteva); non tanto dalle diverse maniere {e idiotismi} degli scrittori latini di diverse nazioni e parti, (v. Fabric. ﻿ 1021 B. G. l. 5. c. 1. §. 17. t. 5. p. 67. edit. vet. e il S. Ireneo del Massuet); {+le quali si possono anche inferire dalle diverse lingue nate dalla latina ne' diversi paesi, ed ancora viventi (che dimostrano una differenza d'inflessioni, di costrutti, di locuzioni ec. che se anticamente non fu tanta quanta oggidì, certo però è verisimile che fosse qualche cosa, e che appoco appoco sia cresciuta, derivando dalla differenza antica)} quanto da questo, che è nella natura degli uomini che una perfetta conformità di favella non {sussista mai} se non {fra} piccolissimo numero di persone. (v. p. 932. fine) Così che io non dubito che la lingua latina non fosse realmente distinta in più e più dialetti, come la greca, sebbene meno noti, e meno legittimati, e riconosciuti dagli scrittori, e applicati alla letteratura. {V. qui sotto.}",1821
https://digitalzibaldone.net/node/p1021_1,"Del resto la lingua italiana patisce ora (serbata la proporzione) l'inconveniente della lingua latina, forse più che qualunque altra moderna colta. Ond'ella è per questa parte meno adattata di tutte alla universalità, distinguendosi sommamente, non solo il suo volgare, ma il suo parlato dal suo scritto. Non era così anticamente, ed allora l'italiano era più acconcio alla universalità, come lo prova anche il fatto. Nel trecento lo scritto e il parlato quasi si confondevano. In Toscana, {accadeva questo anche nel cinquecento appresso a poco: e} forse potrebbero ancora confondersi, se i toscani scrivessero l'italiano o il toscano, siccome lo parlano; laddove nel resto d'italia, l'italiano non si parla. (7. Maggio 1821.). {{V. p. 1024. capoverso ult.}}",1821
https://digitalzibaldone.net/node/p1021_2,"Al capoverso superiore. E perciò appunto meno noti oggidì, a differenza dei greci. Nel modo che i dialetti d'italia o di francia, posto il caso che la lingua italiana o francese uscisse dell'uso, come la latina, non sarebbero conosciuti dai posteri, se non confusissimamente; per non ﻿ 1022 essere stati ridotti a forma, nè applicati (eccetto il Toscano) alla letteratura, salvo qualche poco in italia. Ma così poco e insufficientemente, che si può credere che gli scritti italiani vernacoli, non passerebbero, e onninamente non passeranno (se non forse pochissimi, come quelli del Goldoni e del Meli) alla posterità. (8. Maggio 1821.).",1821
https://digitalzibaldone.net/node/p1024_1,"﻿ 1024 Sebbene la lingua Celtica fosse così bella ed atta alla letteratura, {e per conseguenza, formata, e stabilita e ferma (espressioni del Buommattei in simil senso),} come si vede oggidì ne' monumenti che ne avanzano, e come ho detto p. 994. fine; sebben fosse così antica e radicata ec. nondimeno laddove i greci ancorchè sudditi romani, e vivendo in Roma o in italia, scrivevano sempre in greco {e non mai in latino;} nessuno scrittor gallo, nelle medesime circostanze, scrisse mai {che si sappia} in lingua celtica, ma in latino. (9. Maggio 1821.).",1821
https://digitalzibaldone.net/node/p1024_2,"Da Demostene in poi la grecia non ebbe altro scrittore che in ordine alla lingua e allo stile, somigliasse, anzi uguagliasse gli ottimi antichi, se non Arriano (e questo senza la menoma affettazione, o sembianza d'imitazione, o di lingua o stile antiquato, come i nostri moderni imitatori del trecento o del cinquecento). Nè Polibio, nè Dionigi Alicarnasseo {(sebben questi più degli altri, e gli può venir dopo),} nè Plutarco, nè lo stesso Luciano {atticissimo ed} elegantissimo (di eleganza però ben diversa dalla nativa eleganza degli antichi, e della perfetta {e propria} lingua e stile greco) non possono essergli paragonati per questo capo. (9. Maggio 1821.).",1821
https://digitalzibaldone.net/node/p1024_3,"Alla p. 1021. Così che la presente corruzione della lingua italiana e parlata e scritta, aggiunge un nuovo e fortissimo ostacolo alla sua universalità. Giacchè gli stranieri non conoscono, {si può dire,} altra letteratura nè lingua italiana scritta, se non l'antica, non passando ﻿ 1025 e non meritando di passare le alpi i nostri libri moderni, e non avendo noi propriamente letteratura (non dico scienze) moderna, e neppur lingua moderna stabilita, formata, {riconosciuta} e propria. D'altra parte non conoscono nè possono conoscere altra lingua italiana parlata, se non quella che oggi si parla, tanto diversa dall'antica e parlata e scritta, e dalla buona e vera {e propria} favella italiana. Lo stesso appresso a poco si può dire dello spagnuolo. (9. Maggio 1821.).",1821
https://digitalzibaldone.net/node/p1025_1,"La cognizione stessa che i greci di qualunque tempo, ebbero de' padri e teologi latini ec. soli scrittori latini ch'essi conoscessero, non fu {(se non forse ne' più barbari secoli di mezzo)} paragonabile a quella che ebbero i latini dei padri, ed autori ecclesiastici greci, massime nei primi secoli del cristianesimo, e negli ultimi anni dell'impero greco (Andrès loc. cit. da me p. 1023. t. 3. p. 55.), quando la dimostrarono principalmente in occasione del concilio di Firenze. (ivi) (9. Maggio 1821.).",1821
https://digitalzibaldone.net/node/p1026_1,"Se i principi risuscitassero le illusioni, dessero vita e spirito ai popoli, e sentimento di se stessi; rianimassero con qualche sostanza, con qualche realtà gli errori e le immaginazioni costitutrici e fondamentali delle nazioni e delle società; se ci restituissero una patria; se il trionfo, se i concorsi pubblici, i giuochi, le feste patriotiche, gli onori renduti al merito, ed ai servigi prestati alla patria tornassero in usanza; tutte le nazioni certamente acquisterebbero, o piuttosto risorgerebbero a vita, e diverrebbero grandi e forti e formidabili. Ma le nazioni meridionali massimamente, e fra queste singolarmente l'italia e la grecia (purchè tornassero ad esser nazioni) diverrebbero un'altra volta invincibili. Ed allora ﻿ 1027 si tornerebbe a conoscere la vera ed innata eminenza della natura meridionale sopra la settentrionale, eminenza che le nostre nazioni ebbero sempre, mentre non mancarono di forti, grandi, e generali illusioni, e de' motivi e dell'alimento di esse; eminenza che da gran tempo, ma specialmente oggi, sembra per lo contrario, con vergogna, dirò così, della natura, appartenere (e non solo nella guerra, ma in ogni genere di azione, di energia, e di vita) agli abitatori dei ghiacci e delle nebbie, alle regioni meno favorite, anzi quasi odiate dalla natura: Quod latus mundi nebulae malusque Juppiter urget. * .",1821
https://digitalzibaldone.net/node/p1028_2,"Delle prime grammatiche italiane v. Andrès Stor. della letteratura, edizione di Venezia del Vitto. t. 9. p. 316. fine. cioè Parte 2. lib. 4. c. 2. (10. Maggio 1821.).",1821
https://digitalzibaldone.net/node/p1028_3,"Del sogno d'istituire una lingua universale v. Andrès loc. cit. qui sopra, p. 320. e il Locke del Soave t. 2. p. 62-76. edizione terza di Venezia 1794. (10. Maggio 1821.).",1821
https://digitalzibaldone.net/node/p1028_4,"La Bibbia ed Omero sono i due gran fonti dello scrivere, dice l'Alfieri nella sua Vita. {Così Dante nell'italiano, ec.} Non per altro se non perch'essendo i più antichi libri, sono i più vicini alla natura, sola fonte del bello, del grande, della vita, della varietà. Introdotta la ragione nel mondo tutto a poco a poco, e in proporzione de' suoi progressi, divien brutto, piccolo, morto, monotono. (11. Maggio 1821.).",1821
https://digitalzibaldone.net/node/p1029_1,"﻿ 1029 La lingua latina superò per esempio la lingua antica Spagnuola, la Celtica ec. mediante la semplice introduzione nella Spagna, nelle Gallie ec. del governo, leggi, costumi Romani. Ma a superar la greca non le bastò neppure il trasportar nella Grecia la stessa Roma, e quasi la stessa Italia. (11. Maggio 1821.).",1821
https://digitalzibaldone.net/node/p1029_3,"{Alla p. 245.} La lingua francese si mantiene e si manterrà lungo tempo universale, a cagione della sua struttura ed indole. È certo però che l'introduzione di questa lingua nell'uso comune, e il principio materiale della sua universalità, si deve ripetere e dalla somma influenza politica della francia nel tempo passato; e dalla sua influenza morale come la più civilizzata nazione del mondo, e per conseguenza dalle sue mode, ec. o vogliamo dire dalla moda di esser francese, ﻿ 1030 dal regno e dittatura della moda, che la francia ha tenuto e tiene ec.; e principalissimamente ancora dalla sua letteratura, dalla estensione di lei, e dalla superiorità ed influenza che ella ha acquistata sopra le altre letterature, non per altro, se per essere esclusivamente e propriamente moderna, e perchè la letteratura precisamente moderna è nata (a causa delle circostanze politiche, morali, civili ec.) prima che in qualunque altra nazione, in Francia, e quivi è stata coltivata più che in qualunque altro luogo, e più modernamente o alla moderna che in qualunque altro paese. Ma la durata di questa universalità, quando anche cessino le dette ragioni, (come in parte sono cessate) essa la dovrà alla sua propria indole; laddove quella tal quale universalità acquistata {già} dalle lingue spagnuola, italiana ec. sono finite insieme colle ragioni estrinseche che la producevano, non avendo esse lingue disposizione intrinseca alla universalità. Con queste osservazioni rettifica quello che ho detto p. 240 - 245. E in quanto alla letteratura, ed alla influenza morale ec. ec. è certo che queste furono le ragioni estrinseche della universalità della lingua greca, la quale però ne aveva anche le sue ragioni intrinseche, mancanti affatto alla latina, che perciò non fu mai veramente universale, ﻿ 1031 nè durò, come la greca ancor dura, non ostante che abbondasse delle ragioni estrinseche di universalità. (11. Maggio 1821.). {{V. p. 1039. fine.}}",1821
https://digitalzibaldone.net/node/p1032_2,"Qual lingua avrà parlato l'italia ne' secoli bassi? forse il latino scritto? Chi può credere quest'assurdità che i secoli barbari parlassero meglio de' civili? Forse le lingue de' popoli settentrionali, suoi conquistatori? 1. È noto e costante da testimonianze e osservazioni di fatto che questi popoli in luogo d'introdurre la loro lingua fra i conquistati, imparavano anzi e adoperavano quella di costoro. V. Andrès t. 2. p. 330.",1821
https://digitalzibaldone.net/node/p1032_4,"Dunque l'italia ne' secoli bassi parlò certamente il latino. Latino corrotto, ma latino. Qual latino dunque? Lo scritto no: dunque il volgare, cioè la sua lingua di prima, il suo volgare di prima. Giacchè la sua lingua, il suo volgare di prima, non era il latino ﻿ 1033 scritto, nè poteva essere, ma il latino volgare. Anche questo volgare si sarà parlato corrottamente, ma la sostanza, il grosso ec. della lingua allora parlata, doveva esser quello di detto volgare, da che oggi il grosso dell'italiano è derivato dal latino, ed è latino.",1821
https://digitalzibaldone.net/node/p1033_1,"Comunemente pare che si supponga che s'interrompesse o affatto o quasi affatto l'uso volgare del latino in italia, restandone solo l'uso civile, religioso e letterario, e che da quest'uso, e dal latino scritto ec. rinascesse poi di nuovo l'uso di una lingua {volgare} latina, o derivata dal latino, cioè dell'italiana; e così questa venga ad essere derivata dal latino scritto, sia per mezzo del provenzale che nascesse prima dell'italiano, o per qualunque altro mezzo.",1821
https://digitalzibaldone.net/node/p1033_3,"Dovunque il latino non è stato in uso se non come lingua civile, religiosa, scritta, letteraria ec. le lingue nazionali {e volgari} sono rimaste; e in luogo che dal latino scritto ec. derivasse e nascesse in questi luoghi una lingua figlia della latina, la lingua volgare ha per lo contrario scacciata la latina anche dalla scrittura, e dall'uso letterario e civile. In Germania, ﻿ 1034 in Inghilterra, in Polonia dove ne' secoli bassi si usava il latino (ed in Polonia anche dopo), ma non mai come lingua parlata, e solo come civile, religiosa, letteraria; non vi è nata dal latino nessuna lingua; restano le antiche lingue nazionali, restano le lingue volgari; o vogliamo dire, restano le lingue derivate dalle dette naturali e volgari, e la latina è sparita dall'uso civile e dal letterario. {+Lo stesso dirò della Grecia, dove il latino fu introdotto solamente come lingua del governo ec. v. p. 982. p. 983. Lo stesso pure dell'italiano, dello Spagnuolo, del Francese, i quali parimente scacciarono la stessa lingua lor madre, dall'uso civile, politico, letterario. E questo si può vedere pure nell'esempio della lingua francese introdotta come civile ec. in Inghilterra per la conquista de' Normanni (v. p. 1011. fine); dell'arabica introdotta già nello stesso modo in parte della Spagna (Andrès 2. p. 263. - 273.), e poi similmente scacciate dalla letteratura e da ogni luogo. V. pure gli Ann. di Sc. e lett. num. 11. p. 29 - 32.} E così porta la natura delle cose, che non la lingua degli scrittori cambi quella del popolo, e s'introduca nel popolo, ma quella del popolo vinca quella degli scrittori, {i quali scrivono pure pel popolo e per la moltitudine;} non la scritta scacci la parlata, ma la parlata superi presto o tardi, ed uniformi più o meno la scritta a se medesima. {{V. p. 1062.}}",1821
https://digitalzibaldone.net/node/p1034_1,"Se la lingua gotica o qualunque altra lingua settentrionale o no, si fosse stabilita veramente in italia come lingua volgare e parlata, restando ancora la latina come scritta ec.; oggi noi parleremmo e scriveremmo quella o quelle tali lingue, e non una lingua derivata dalla latina.",1821
https://digitalzibaldone.net/node/p1035_1,"Discorro allo stesso modo dello Spagnuolo e del francese. Se queste lingue {sono volgari, e} derivano dal latino, dunque dal latino parlato, e non dallo scritto; dunque dal latino volgare; dunque la lingua latina si stabilì nella Spagna e nella Francia come lingua parlata, e non solamente come lingua civile, governativa, letteraria (e così è infatti, e nella lingua francese restano pochissime parole Celtiche, nella spagnuola nessun vestigio dell'antica lingua di Spagna: Andrès, 2. 252.); dunque il volgare latino più o meno alterato da mescolanza straniera, si mantenne senza interruzione in Ispagna e in Francia (siccome in Valacchia) dalla sua prima introduzione, sino al nascimento delle lingue spagnuola e francese, e per mezzo di queste sino al dì d'oggi. Dell'antica origine della presente lingua spagnuola, e come i più vecchi monumenti che ne restano, siano, come quelli della lingua provenzale, francese ec. conformissimi al latino, v. un esempio recato in quella lingua dall'Andrès 2. 286. fine.",1821
https://digitalzibaldone.net/node/p1035_2,"Conchiudo. Se la lingua italiana, ch'è volgare, è derivata dal latino, ella dunque non può essere ﻿ 1036 derivata dal latino scritto sì diverso dal parlato, ma dirittamente viene dall'antico volgare latino, ed è nella sostanza e nel suo fondo principale, lo stesso che il detto volgare. E lo è per la circostanza della località (lasciando ora le prove di fatto e di erudizione) più di quello che lo siano lo spagnuolo e il francese. Questo ragionamento però vale per qualunque lingua derivata sì dal latino, sì da qualunque altra lingua antica: e ciascuna lingua moderna derivata da qualunque lingua antica, è derivata dal volgare di essa lingua, e non dallo scritto. Che se la lingua tedesca, a detta del Tercier, è fra tutte ec. v. p. 1012. principio, questo accade perchè la lingua antica teutonica scritta, come lingua incolta, o non bene determinata e formata alla scrittura, come lingua illetterata ancorchè scritta, pochissimo o nulla differiva dalla parlata e volgare. Ma altrettanta e forse maggiore uniformità si vedrebbe fra l'italiano e l'antico volgare latino, se di questo si avesse maggior notizia. E dico maggiore uniformità non senza ragione di fatto, considerando la molta differenza che passa poi realmente fra l'odierno tedesco e il teutonico (Andrès 2. 249. - 254.); e la somma rassomiglianza che io in molti luoghi ho cercato di provare, fra l'italiano, ﻿ 1037 e il latino volgare antico. Così che la lingua italiana in vece di essere la più moderna di tutte le viventi Europee, come pretendono, (Andrès, 2. 256. e passim) si verrebbe a conoscere o la più antica, o delle più antiche, perdendosi l'origine di essa, e del suo uso, (non mai nel seguito interrotto, sebbene alterato) nella oscurità delle origini dell'antichissimo e primo latino. A differenza dello spagnuolo e del francese, perchè in queste nazioni l'uso del volgare latino, fu certo molti e molti secoli più tardo che in italia. (12. Maggio 1821.).",1821
https://digitalzibaldone.net/node/p1037_2,"Una lingua non si forma nè stabilisce mai, se non applicandola alla letteratura. Questo è chiaro dall'esempio di tutte. Nessuna lingua non applicata alla letteratura è stata mai formata nè stabilita, ﻿ 1038 e molto meno perfetta. Come dunque la perfezione dell'italiana starà nel 300? Altro è scrivere una lingua (come si scriveva l'antica teutonica, non mai {ben} formata nè perfetta) altro è applicarla alla letteratura. Alla quale l'italiano non fu applicato che nel 500. Nel 300. {veramente e propriamente} da tre soli (lasciando le barbare traduzioni di quel secolo), il che ognun vede se si possa chiamare, perfetta applicazione alla letteratura. Se lo scrivere una lingua fosse lo stesso che l'applicarla alla letteratura, l'epoca della perfezione della latina si dovrebbe porre non nel secolo di Cic. ec. ma nel tempo dei primi scrittorelli latini; ovvero con molto più ragione in quello d'Ennio ec. e degli scrittori anteriori a Lucrezio, {a Catullo, a Cicerone (contemporanei)} giacchè allora il latino fu applicato {generalmente} a lavori molto più letterarii, che nella universalità del 300. E così dico pure delle altre lingue o morte, o viventi. (12. Maggio 1821.). {{V. p. 1056.}}",1821
https://digitalzibaldone.net/node/p1038_2,"1. È una διγλωττία che appartenendo allo scritto e non al parlato, non entra nel mio discorso. E la ﻿ 1039 universalità del latino, ch'era allora universale in occidente, era universalità che appartenendo alla sola scrittura, non ha che fare con quella che rende gli uomini parlatori di due lingue, cioè veramente δίγλωττοι, della quale sola io discorro.",1821
https://digitalzibaldone.net/node/p1039_1,"2. La lingua latina era allora veramente morta, appresso a poco come oggi, non essendo parlata, ma solo scritta. E una lingua solamente scritta è lingua morta. Ora, quantunque l'uso di una tal lingua morta fosse allora più comune che oggidì, e così anche fosse dopo il risorgimento delle lettere; la universalità delle lingue morte che si studiavano e si studiano o per usi letterarii, o per vecchia costumanza, non entra nel mio discorso, il quale tratta solo della universalità delle lingue vive. Così anche oggi si potrebbe chiamare {presso a poco} universale la lingua greca in europa, e ne' paesi colti, ma come lingua morta. (12. Maggio 1821.).",1821
https://digitalzibaldone.net/node/p1046_1,"Alla p. 1044. Ciò è manifesto anche dal fatto, dalla continua e famosa gara della nazione inglese colla francese, dalle molte vittorie, e talvolta formidabili, degl'inglesi sopra i francesi, riportate massime anticamente ec. ec. e dall'essere stata forse l'inghilterra (fino agli ultimi tempi) quasi l'unica potenza che si sia battuta a solo a solo colla francese, con costante competenza, ancorchè tanto inferiore di popolazione, e considerando specialmente le altre potenze di forze uguali all'inghilterra, fra le quali essa si troverà l'unica capace di far fronte per lo passato alla Francia. (14. Maggio 1821.).",1821
